-1.2969909958991	-1.7454557715202712	3.7860002517700195	1718796598.1969132
-1.3490263709606964	-1.7841821455302167	3.870000123977661	1718796598.2139406
-1.2643200560225114	-1.6281480908969186	3.627000093460083	1718796598.2301352
-1.1307696974411758	-1.4703487993771045	3.390000104904175	1718796598.2641597
-1.1261479634887006	-1.4614133695979548	3.3460001945495605	1718796598.281134
-1.0212176813584732	-1.2206197526475462	2.9810001850128174	1718796598.3315296
-0.9433929457696792	-1.1222295080770153	2.8030002117156982	1718796598.3483284
-0.9188236052142831	-1.0847222982503975	2.7300000190734863	1718796598.3653321
-0.8940890913993443	-1.0461809297560345	2.633000135421753	1718796598.381912
-0.8272778659630995	-0.9468261717820893	2.4580001831054688	1718796598.3981335
-0.7899190837115371	-0.9183060480716927	2.3470001220703125	1718796598.4155235
-0.772507831401743	-0.8823093889176273	2.255000114440918	1718796598.4323218
-0.7252324060519212	-0.8154723164627067	2.117000102996826	1718796598.4491231
